7.95,10.95,3.0
7.75,11.7,3.0
7.55,12.35,3.0
7.45,13.0,3.0
7.35,13.75,3.0
7.3,14.35,3.0
7.35,14.95,3.0
7.35,15.75,3.0
7.55,16.35,3.0
7.7,16.95,3.0
7.8,17.55,3.0
8.05,18.15,3.0
8.3,18.75,3.0
8.65,19.3,3.0
8.9,19.85,3.0
9.3,20.3,3.0
9.65,20.8,3.0
10.2,21.25,3.0
10.6,21.65,3.0
11.1,22.15,3.0
11.55,22.45,3.0
11.95,22.7,3.0
12.55,23.0,3.0
13.05,23.2,3.0
13.45,23.4,3.0
14.0,23.55,3.0
14.55,23.6,3.0
15.1,23.75,3.0
15.7,23.75,3.0
16.15,23.85,3.0
16.7,23.8,3.0
17.15,23.75,3.0
17.75,23.75,3.0
18.2,23.6,3.0
18.65,23.5,3.0
19.1,23.35,3.0
19.6,23.15,3.0
20.0,22.95,3.0
20.4,22.7,3.0
20.7,22.55,3.0
21.0,22.15,3.0
21.45,21.95,3.0
21.75,21.55,3.0
22.0,21.25,3.0
22.25,21.0,3.0
22.5,20.7,3.0
22.65,20.35,3.0
22.75,20.05,3.0
22.9,19.65,3.0
23.0,19.35,3.0
23.1,19.0,3.0
23.15,18.65,3.0
23.2,18.25,3.0
23.2,18.05,3.0
23.2,17.8,3.0
23.1,17.45,3.0
23.05,17.15,3.0
22.9,16.9,3.0
22.85,16.6,3.0
22.7,16.4,3.0
22.6,16.2,3.0
22.55,16.05,3.0
22.4,15.95,3.0
22.35,15.8,3.0
22.2,15.65,3.0
22.15,15.55,3.0
22.0,15.4,3.0
21.9,15.3,3.0
21.85,15.25,3.0
21.75,15.15,3.0
21.65,15.05,3.0
21.55,15.0,3.0
21.5,14.9,3.0
1.7473620588292107,9.680387131223988,4.0
0.4997765963192151,10.29810480630266,4.0
-0.6067558096363541,10.952291211459338,4.0
-1.5657899978478866,11.637855857756854,4.0
-2.3720169550022767,12.349534637649734,4.0
-3.0212908325853434,13.081930022841004,4.0
-3.510647148527646,13.829551839394036,4.0
-3.8383121242989624,14.586858313140613,4.0
-4.003703174507383,15.34829707926418,4.0
-4.007420631677839,16.108345853054654,4.0
-3.85123085330196,16.861552464183543,4.0
-3.5380409209961314,17.602573964376983,4.0
-3.0718652022190724,18.326214527995404,4.0
-2.457784103049182,19.027461876670106,4.0
-1.7018953955889131,19.701521972697588,4.0
-0.8112585552626399,20.343851741229884,4.0
0.2061674087557499,20.950189598296593,4.0
1.341592102836838,21.516583580207467,4.0
2.5854673112033844,22.03941688976193,4.0
3.9275653695968593,22.51543069577151,4.0
5.357061718539956,22.94174404451541,4.0
6.862620979342674,23.3158707647204,4.0
8.432485876079435,23.635733271305078,4.0
10.05456831211565,23.89967319727039,4.0
11.71654190045048,24.106458807566447,4.0
13.405935243189187,24.255289173332766,4.0
15.110225256851884,24.34579510940924,4.0
16.816929846899264,24.378036902262572,4.0
18.513699246721718,24.352498879287264,4.0
20.188405353254097,24.270080893645154,4.0
21.829228413174818,24.13208682123192,4.0
23.42474044011273,23.940210187840975,4.0
24.963984774182293,23.696517064979446,4.0
26.436551230213638,23.403426391933156,4.0
27.83264631994516,23.06368789944366,4.0
29.14315807586577,22.6803578266273,4.0
30.35971504998059,22.25677263742478,4.0
31.474739109151912,21.79652095582196,4.0
32.481491699441605,21.303413950246686,4.0
33.37411330464774,20.78145440685201,4.0
34.14765587856017,20.234804738791368,4.0
34.798108085935475,19.667754184035203,4.0
35.32241324337269,19.08468544774908,4.0
35.71847990772444,18.490041046740984,4.0
35.9851851159686,17.888289612998676,4.0
36.12237033616635,17.283892410896254,4.0
36.13083024382044,16.681270318292373,4.0
36.012294491215684,16.08477151551909,4.0
35.769402688776424,15.49864011823699,4.0
35.405672866734974,14.926985980386386,4.0
34.925463732115176,14.373755882088046,4.0
34.33393107985947,13.842706304440235,4.0
33.63697875755855,13.337377978839042,4.0
32.8412046203966,12.86107238283575,4.0
31.953841946349215,12.416830337773192,4.0
30.982696811143867,12.00741284565132,4.0
29.93608194782481,11.635284284008613,4.0
28.82274763679724,11.302598058220635,4.0
27.65181018884266,11.011184790669176,4.0
26.43267859570733,10.762543105881857,4.0
25.174979930421493,10.557833050145689,4.0
23.888484082492205,10.397872163419645,4.0
22.583028411549343,10.283134200772293,4.0
21.268442896965265,10.213750480208972,4.0
19.954476350509132,10.18951381378554,4.0
18.650724244355395,10.209884959482551,4.0
17.366558687901886,10.274001512580973,4.0
16.111061064050823,10.380689137377185,4.0
14.892957809083894,10.528475023131893,4.0
13.720559790258438,10.715603432287935,4.0
12.601705702040153,10.940053194328218,4.0
11.543709865752255,11.19955698528047,4.0
10.553314778676947,11.491622220901478,4.0
9.636648717618261,11.813553381070273,4.0
8.799188658971419,12.162475573954637,4.0
8.04572873279407,12.535359141144395,4.0
7.380354382609905,12.929045099209064,4.0
6.806422356060141,13.340271209066735,4.0
6.326546604431748,13.76569846216048,4.0
5.942590121905907,14.201937771730545,4.0
5.655662708459424,14.64557665843384,4.0
5.466124594080686,15.093205722173757,4.0
5.373595816691553,15.541444696224444,4.0
5.376971202241824,15.986967885517041,4.0
5.4744407531993335,16.42652879823872,4.0
5.663515211412953,16.856983788606605,4.0
5.94105652337703,17.275314538734897,4.0
6.303312900551692,17.678649218820993,4.0
6.7459581348498965,18.06428217733472,4.0
7.2641347999187875,18.429692026390946,4.0
7.852500942624577,18.772558001905114,4.0
8.505279846372922,19.09077449334759,4.0
9.216312428708285,19.382463653798144,4.0
9.979111820152717,19.645986017422263,4.0
10.786919659556538,19.87994906831104,4.0
11.632763633391658,20.0832137217058,4.0
12.509515782453546,20.25489869583036,4.0
13.409951099338208,20.394382769736673,4.0
14.326805943792216,20.501304939597617,4.0
15.252835810526971,20.575562502617164,4.0
16.18087199524762,20.61730711404267,4.0
17.10387671934363,20.62693887852808,4.0
18.014996291772267,20.605098552189805,4.0
18.90761190795548,20.55265794600294,4.0
19.77538770980371,20.470708634596782,4.0
20.612315758050357,20.360549086925367,4.0
21.41275759768094,20.223670346620167,4.0
22.17148212910743,20.06174039999674,4.0
22.883699531589862,19.876587378613603,4.0
23.545091020948377,19.670181750909986,4.0
24.151834260535537,19.444617663728785,4.0
24.700624282434582,19.202093599424828,4.0
25.18868981459496,18.944892517739234,4.0
25.613804948787593,18.67536165367342,4.0
25.974296123534266,18.395892143218187,4.0
26.269044435214973,18.10889864799276,4.0
26.497483329066327,17.816799147645646,4.0
26.65959175944115,17.521995065295123,4.0
26.75588294520241,17.226851886384743,4.0
26.787388881184008,16.93368042515064,4.0
26.755640799990083,16.6447188855062,4.0
26.66264580976476,16.362115854617898,4.0
26.51085996270355,16.087914357854864,4.0
26.30315803577553,15.82403709323345,4.0
26.04280032918252,15.572272952043097,4.0
25.73339680932178,15.334264920134398,4.0
25.378868941291124,15.111499441482314,4.0
24.983409571154116,14.905297312221082,4.0
24.551441230169345,14.71680615949861,4.0
24.087573241909304,14.546994545336885,4.0
23.59655801860747,14.396647721332451,4.0
23.083246935160027,14.266365045609206,4.0
22.55254616798241,14.15655905906614,4.0
22.00937288141964,14.067456203765712,4.0
21.45861213669892,13.999099152402083,4.0
20.905074887584863,13.951350704287396,4.0
20.353457413069982,13.923899190308912,4.0
19.808302520747223,13.916265316945898,4.0
19.273962835131645,13.927810367791977,4.0
18.754566463311214,13.95774567019911,4.0
18.253985306118153,14.005143224728862,4.0
17.775806256745227,14.068947386142373,4.0
17.323305500626688,14.147987476750911,4.0
16.89942610071407,14.240991206143661,4.0
16.50675902126836,14.346598765657719,4.0
16.14752771123739,14.463377461497103,4.0
15.823576335471998,14.589836747171976,4.0
15.536361708743476,14.724443513935173,4.0
15.28694895404754,14.865637497148509,4.0
15.076010873304302,15.01184665701403,4.0
3.0,23.99735576923077,5.0
3.590816326530612,23.99735576923077,5.0
4.181632653061224,23.99735576923077,5.0
4.772448979591837,23.99735576923077,5.0
5.3632653061224485,23.99735576923077,5.0
5.954081632653061,23.99735576923077,5.0
6.544897959183674,23.99735576923077,5.0
7.135714285714285,23.99735576923077,5.0
7.726530612244898,23.99735576923077,5.0
8.317346938775511,23.99735576923077,5.0
8.908163265306122,23.99735576923077,5.0
9.498979591836735,23.99735576923077,5.0
10.089795918367347,23.99735576923077,5.0
10.680612244897958,23.99735576923077,5.0
11.27142857142857,23.99735576923077,5.0
11.862244897959183,23.99735576923077,5.0
12.453061224489796,23.99735576923077,5.0
13.043877551020408,23.99735576923077,5.0
13.63469387755102,23.99735576923077,5.0
14.225510204081631,23.99735576923077,5.0
14.816326530612244,23.99735576923077,5.0
15.407142857142857,23.99735576923077,5.0
15.99795918367347,23.99735576923077,5.0
16.58877551020408,23.99735576923077,5.0
17.179591836734694,23.99735576923077,5.0
17.770408163265305,23.99735576923077,5.0
18.361224489795916,23.99735576923077,5.0
18.95204081632653,23.99735576923077,5.0
19.54285714285714,23.99735576923077,5.0
20.133673469387755,23.99735576923077,5.0
20.724489795918366,23.99735576923077,5.0
21.31530612244898,23.99735576923077,5.0
21.90612244897959,23.99735576923077,5.0
22.496938775510202,23.99735576923077,5.0
23.087755102040816,23.99735576923077,5.0
23.678571428571427,23.99735576923077,5.0
24.26938775510204,23.99735576923077,5.0
24.860204081632652,23.99735576923077,5.0
25.451020408163263,23.99735576923077,5.0
26.041836734693877,23.99735576923077,5.0
26.632653061224488,23.99735576923077,5.0
27.223469387755102,23.99735576923077,5.0
27.814285714285713,23.99735576923077,5.0
28.405102040816324,23.99735576923077,5.0
28.99591836734694,23.99735576923077,5.0
29.58673469387755,23.99735576923077,5.0
30.177551020408163,23.99735576923077,5.0
30.768367346938774,23.99735576923077,5.0
31.35918367346939,23.99735576923077,5.0
31.95,23.99735576923077,5.0
3.0,9.622355769230769,6.0
3.590816326530612,9.622355769230769,6.0
4.181632653061224,9.622355769230769,6.0
4.772448979591837,9.622355769230769,6.0
5.3632653061224485,9.622355769230769,6.0
5.954081632653061,9.622355769230769,6.0
6.544897959183674,9.622355769230769,6.0
7.135714285714285,9.622355769230769,6.0
7.726530612244898,9.622355769230769,6.0
8.317346938775511,9.622355769230769,6.0
8.908163265306122,9.622355769230769,6.0
9.498979591836735,9.622355769230769,6.0
10.089795918367347,9.622355769230769,6.0
10.680612244897958,9.622355769230769,6.0
11.27142857142857,9.622355769230769,6.0
11.862244897959183,9.622355769230769,6.0
12.453061224489796,9.622355769230769,6.0
13.043877551020408,9.622355769230769,6.0
13.63469387755102,9.622355769230769,6.0
14.225510204081631,9.622355769230769,6.0
14.816326530612244,9.622355769230769,6.0
15.407142857142857,9.622355769230769,6.0
15.99795918367347,9.622355769230769,6.0
16.58877551020408,9.622355769230769,6.0
17.179591836734694,9.622355769230769,6.0
17.770408163265305,9.622355769230769,6.0
18.361224489795916,9.622355769230769,6.0
18.95204081632653,9.622355769230769,6.0
19.54285714285714,9.622355769230769,6.0
20.133673469387755,9.622355769230769,6.0
20.724489795918366,9.622355769230769,6.0
21.31530612244898,9.622355769230769,6.0
21.90612244897959,9.622355769230769,6.0
22.496938775510202,9.622355769230769,6.0
23.087755102040816,9.622355769230769,6.0
23.678571428571427,9.622355769230769,6.0
24.26938775510204,9.622355769230769,6.0
24.860204081632652,9.622355769230769,6.0
25.451020408163263,9.622355769230769,6.0
26.041836734693877,9.622355769230769,6.0
26.632653061224488,9.622355769230769,6.0
27.223469387755102,9.622355769230769,6.0
27.814285714285713,9.622355769230769,6.0
28.405102040816324,9.622355769230769,6.0
28.99591836734694,9.622355769230769,6.0
29.58673469387755,9.622355769230769,6.0
30.177551020408163,9.622355769230769,6.0
30.768367346938774,9.622355769230769,6.0
31.35918367346939,9.622355769230769,6.0
31.95,9.622355769230769,6.0
25.17908653846154,2.9,7.0
25.17908653846154,3.486734693877551,7.0
25.17908653846154,4.073469387755102,7.0
25.17908653846154,4.660204081632653,7.0
25.17908653846154,5.246938775510204,7.0
25.17908653846154,5.8336734693877546,7.0
25.17908653846154,6.420408163265306,7.0
25.17908653846154,7.007142857142858,7.0
25.17908653846154,7.593877551020409,7.0
25.17908653846154,8.18061224489796,7.0
25.17908653846154,8.76734693877551,7.0
25.17908653846154,9.354081632653061,7.0
25.17908653846154,9.940816326530612,7.0
25.17908653846154,10.527551020408163,7.0
25.17908653846154,11.114285714285716,7.0
25.17908653846154,11.701020408163266,7.0
25.17908653846154,12.287755102040817,7.0
25.17908653846154,12.874489795918368,7.0
25.17908653846154,13.461224489795919,7.0
25.17908653846154,14.04795918367347,7.0
25.17908653846154,14.63469387755102,7.0
25.17908653846154,15.221428571428573,7.0
25.17908653846154,15.808163265306124,7.0
25.17908653846154,16.394897959183673,7.0
25.17908653846154,16.981632653061226,7.0
25.17908653846154,17.568367346938775,7.0
25.17908653846154,18.155102040816328,7.0
25.17908653846154,18.741836734693877,7.0
25.17908653846154,19.32857142857143,7.0
25.17908653846154,19.91530612244898,7.0
25.17908653846154,20.50204081632653,7.0
25.17908653846154,21.08877551020408,7.0
25.17908653846154,21.675510204081633,7.0
25.17908653846154,22.262244897959185,7.0
25.17908653846154,22.848979591836734,7.0
25.17908653846154,23.435714285714287,7.0
25.17908653846154,24.022448979591836,7.0
25.17908653846154,24.60918367346939,7.0
25.17908653846154,25.195918367346938,7.0
25.17908653846154,25.78265306122449,7.0
25.17908653846154,26.36938775510204,7.0
25.17908653846154,26.956122448979592,7.0
25.17908653846154,27.542857142857144,7.0
25.17908653846154,28.129591836734694,7.0
25.17908653846154,28.716326530612246,7.0
25.17908653846154,29.303061224489795,7.0
25.17908653846154,29.889795918367348,7.0
25.17908653846154,30.476530612244897,7.0
25.17908653846154,31.06326530612245,7.0
25.17908653846154,31.65,7.0
10.704086538461539,2.9,8.0
10.704086538461539,3.486734693877551,8.0
10.704086538461539,4.073469387755102,8.0
10.704086538461539,4.660204081632653,8.0
10.704086538461539,5.246938775510204,8.0
10.704086538461539,5.8336734693877546,8.0
10.704086538461539,6.420408163265306,8.0
10.704086538461539,7.007142857142858,8.0
10.704086538461539,7.593877551020409,8.0
10.704086538461539,8.18061224489796,8.0
10.704086538461539,8.76734693877551,8.0
10.704086538461539,9.354081632653061,8.0
10.704086538461539,9.940816326530612,8.0
10.704086538461539,10.527551020408163,8.0
10.704086538461539,11.114285714285716,8.0
10.704086538461539,11.701020408163266,8.0
10.704086538461539,12.287755102040817,8.0
10.704086538461539,12.874489795918368,8.0
10.704086538461539,13.461224489795919,8.0
10.704086538461539,14.04795918367347,8.0
10.704086538461539,14.63469387755102,8.0
10.704086538461539,15.221428571428573,8.0
10.704086538461539,15.808163265306124,8.0
10.704086538461539,16.394897959183673,8.0
10.704086538461539,16.981632653061226,8.0
10.704086538461539,17.568367346938775,8.0
10.704086538461539,18.155102040816328,8.0
10.704086538461539,18.741836734693877,8.0
10.704086538461539,19.32857142857143,8.0
10.704086538461539,19.91530612244898,8.0
10.704086538461539,20.50204081632653,8.0
10.704086538461539,21.08877551020408,8.0
10.704086538461539,21.675510204081633,8.0
10.704086538461539,22.262244897959185,8.0
10.704086538461539,22.848979591836734,8.0
10.704086538461539,23.435714285714287,8.0
10.704086538461539,24.022448979591836,8.0
10.704086538461539,24.60918367346939,8.0
10.704086538461539,25.195918367346938,8.0
10.704086538461539,25.78265306122449,8.0
10.704086538461539,26.36938775510204,8.0
10.704086538461539,26.956122448979592,8.0
10.704086538461539,27.542857142857144,8.0
10.704086538461539,28.129591836734694,8.0
10.704086538461539,28.716326530612246,8.0
10.704086538461539,29.303061224489795,8.0
10.704086538461539,29.889795918367348,8.0
10.704086538461539,30.476530612244897,8.0
10.704086538461539,31.06326530612245,8.0
10.704086538461539,31.65,8.0
3.0,2.9792746113989637,9.0
3.590816326530612,3.5660093052765145,9.0
4.181632653061224,4.152743999154065,9.0
4.772448979591837,4.739478693031617,9.0
5.3632653061224485,5.326213386909167,9.0
5.954081632653061,5.912948080786719,9.0
6.544897959183674,6.4996827746642705,9.0
7.135714285714285,7.08641746854182,9.0
7.726530612244898,7.673152162419372,9.0
8.317346938775511,8.259886856296925,9.0
8.908163265306122,8.846621550174474,9.0
9.498979591836735,9.433356244052025,9.0
10.089795918367347,10.020090937929576,9.0
10.680612244897958,10.606825631807126,9.0
11.27142857142857,11.193560325684677,9.0
11.862244897959183,11.780295019562228,9.0
12.453061224489796,12.36702971343978,9.0
13.043877551020408,12.953764407317331,9.0
13.63469387755102,13.540499101194882,9.0
14.225510204081631,14.127233795072431,9.0
14.816326530612244,14.713968488949984,9.0
15.407142857142857,15.300703182827535,9.0
15.99795918367347,15.887437876705086,9.0
16.58877551020408,16.474172570582635,9.0
17.179591836734694,17.060907264460187,9.0
17.770408163265305,17.64764195833774,9.0
18.361224489795916,18.23437665221529,9.0
18.95204081632653,18.82111134609284,9.0
19.54285714285714,19.40784603997039,9.0
20.133673469387755,19.994580733847943,9.0
20.724489795918366,20.581315427725492,9.0
21.31530612244898,21.168050121603045,9.0
21.90612244897959,21.754784815480598,9.0
22.496938775510202,22.341519509358147,9.0
23.087755102040816,22.9282542032357,9.0
23.678571428571427,23.51498889711325,9.0
24.26938775510204,24.1017235909908,9.0
24.860204081632652,24.68845828486835,9.0
25.451020408163263,25.2751929787459,9.0
26.041836734693877,25.861927672623455,9.0
26.632653061224488,26.448662366501004,9.0
27.223469387755102,27.035397060378557,9.0
27.814285714285713,27.622131754256106,9.0
28.405102040816324,28.208866448133655,9.0
28.99591836734694,28.795601142011208,9.0
29.58673469387755,29.382335835888757,9.0
30.177551020408163,29.969070529766313,9.0
30.768367346938774,30.555805223643862,9.0
31.35918367346939,31.142539917521415,9.0
31.95,31.729274611398964,9.0
3.0,28.670725388601035,10.0
3.590816326530612,28.083990694723482,10.0
4.181632653061224,27.497256000845933,10.0
4.772448979591837,26.91052130696838,10.0
5.3632653061224485,26.32378661309083,10.0
5.954081632653061,25.73705191921328,10.0
6.544897959183674,25.150317225335726,10.0
7.135714285714285,24.563582531458177,10.0
7.726530612244898,23.976847837580628,10.0
8.317346938775511,23.390113143703076,10.0
8.908163265306122,22.803378449825523,10.0
9.498979591836735,22.216643755947974,10.0
10.089795918367347,21.629909062070425,10.0
10.680612244897958,21.043174368192872,10.0
11.27142857142857,20.45643967431532,10.0
11.862244897959183,19.86970498043777,10.0
12.453061224489796,19.282970286560218,10.0
13.043877551020408,18.69623559268267,10.0
13.63469387755102,18.109500898805116,10.0
14.225510204081631,17.522766204927567,10.0
14.816326530612244,16.936031511050015,10.0
15.407142857142857,16.349296817172466,10.0
15.99795918367347,15.762562123294913,10.0
16.58877551020408,15.175827429417364,10.0
17.179591836734694,14.589092735539811,10.0
17.770408163265305,14.002358041662259,10.0
18.361224489795916,13.41562334778471,10.0
18.95204081632653,12.828888653907157,10.0
19.54285714285714,12.242153960029608,10.0
20.133673469387755,11.655419266152055,10.0
20.724489795918366,11.068684572274506,10.0
21.31530612244898,10.481949878396954,10.0
21.90612244897959,9.895215184519401,10.0
22.496938775510202,9.308480490641852,10.0
23.087755102040816,8.7217457967643,10.0
23.678571428571427,8.13501110288675,10.0
24.26938775510204,7.548276409009198,10.0
24.860204081632652,6.9615417151316485,10.0
25.451020408163263,6.3748070212540995,10.0
26.041836734693877,5.788072327376543,10.0
26.632653061224488,5.201337633498994,10.0
27.223469387755102,4.614602939621442,10.0
27.814285714285713,4.027868245743893,10.0
28.405102040816324,3.4411335518663435,10.0
28.99591836734694,2.854398857988791,10.0
29.58673469387755,2.267664164111242,10.0
30.177551020408163,1.6809294702336857,10.0
30.768367346938774,1.0941947763561366,10.0
31.35918367346939,0.507460082478584,10.0
31.95,-0.07927461139896508,10.0
